Order ID,Product ID,Customer ID,Order Date,Sales,Profit,Quantity,Discount
MX-2012-GD1459082-41118,FUR-FU-3940,GD-1459082,28-07-2012,132,-37,3,0.4
US-2013-DV13465143-41478,OFF-EN-4915,DV-13465143,23-07-2013,142,-52,9,0.4
IT-2014-DF1313548-41870,OFF-SU-4135,DF-1313548,19-08-2014,303,142,7,0.0
ES-2012-LW1699064-41264,OFF-AR-5904,LW-1699064,21-12-2012,155,57,3,0.0
IZ-2015-TB1125061-42213,TEC-PH-3784,TB-1125061,28-07-2015,184,24,1,0.0
IN-2015-AY1055566-42159,OFF-ST-4105,AY-1055566,04-06-2015,143,63,3,0.0
MD-2015-EM396083-42131,OFF-ST-6032,EM-396083,07-05-2015,770,215,6,0.0
IN-2015-GK1462058-42307,OFF-ST-4296,GK-1462058,30-10-2015,225,29,4,0.0
ES-2013-GH1466548-41443,TEC-CO-4568,GH-1466548,18-06-2013,530,180,2,0.0
ES-2015-PG1889545-42346,TEC-AC-5865,PG-1889545,08-12-2015,237,30,3,0.0
IN-2014-CM1183059-41763,FUR-FU-6237,CM-1183059,04-05-2014,330,54,9,0.27
CA-2013-CS12355140-41521,OFF-EN-5974,CS-123551408,04-09-2013,15,7,2,0.0
TU-2015-RM9675134-42228,OFF-AP-4747,RM-9675134,12-08-2015,200,-260,6,0.6
ES-2015-SM2090548-42118,TEC-MA-6144,SM-2090548,24-04-2015,501,205,7,0.0
LT-2012-CV280572-41025,OFF-ST-4057,CV-280572,26-04-2012,128,55,1,0.0
IR-2013-VT1170060-41283,OFF-PA-5847,VT-1170060,09-01-2013,210,56,4,0.0
MX-2013-RD1990082-41418,OFF-SU-4325,RD-1990082,24-05-2013,263,102,9,0.0
UP-2015-CB2025137-42206,OFF-AR-3463,CB-2025137,21-07-2015,257,97,8,0.0
ES-2013-EM14095139-41408,TEC-CO-4767,EM-14095139,14-05-2013,486,243,2,0.0
ID-2012-NC18625118-41219,TEC-MA-5577,NC-18625118,06-11-2012,238,-176,4,0.5
IN-2015-DG1330027-42166,OFF-SU-4134,DG-1330027,11-06-2015,185,7,4,0.0
IT-2015-OT18730139-42060,TEC-MA-5510,OT-18730139,25-02-2015,268,-85,2,0.5
CA-2014-CC12370140-41783,TEC-CO-3691,CC-123701406,24-05-2014,8399,1119,4,0.4
IN-2013-SN207107-41565,FUR-CH-4703,SN-207107,18-10-2013,294,117,2,0.1
CG-2014-VF1171533-41710,TEC-MA-5549,VF-1171533,12-03-2014,312,21,1,0.0
MX-2014-TS2134018-41956,TEC-CO-3604,TS-2134018,13-11-2014,288,103,3,0.002
ES-2015-GT1471048-42054,OFF-AP-3870,GT-1471048,19-02-2015,447,34,1,0.1
CA-2014-CC12370140-41828,FUR-CH-4418,CC-123701404,08-07-2014,287,-3,4,0.2
MX-2014-DW1354082-41660,FUR-BO-5778,DW-1354082,21-01-2014,318,111,3,0.2
ES-2014-JL1523514-41992,FUR-FU-4084,JL-1523514,19-12-2014,174,10,3,0.0
TU-2013-LS6945134-41460,TEC-CO-4792,LS-6945134,05-07-2013,144,-194,1,0.6
IT-2015-MB1730545-42273,FUR-BO-3887,MB-1730545,26-09-2015,257,-2,2,0.1
US-2013-BH1171018-41476,TEC-CO-4568,BH-1171018,21-07-2013,281,-319,4,0.602
MX-2015-AG1027082-42329,TEC-CO-5990,AG-1027082,21-11-2015,316,151,2,0.002
CA-2014-CC12370140-41867,FUR-CH-4673,CC-123701408,16-08-2014,225,22,2,0.2
EZ-2015-VW1177532-42018,OFF-AR-5920,VW-1177532,14-01-2015,105,9,4,0.0
CA-2014-CC12370140-41828,TEC-CO-3698,CC-123701404,08-07-2014,2799,944,5,0.2
US-2015-CC12370140-42326,FUR-FU-4758,CC-123701406,18-11-2015,187,76,4,0.0
IN-2015-PR1888027-42125,TEC-MA-5568,PR-1888027,01-05-2015,163,45,2,0.0
CA-2014-CC12370140-41828,OFF-PA-6497,CC-123701404,08-07-2014,48,24,1,0.0
MX-2013-CP1234039-41427,FUR-FU-5729,CP-1234039,02-06-2013,356,3,5,0.0
CG-2014-DM295533-41719,TEC-AC-3405,DM-295533,21-03-2014,258,121,1,0.0
AU-2014-SN107108-41724,OFF-ST-5701,SN-107108,26-03-2014,212,80,1,0.0
SF-2015-BT1305117-42228,OFF-ST-4296,BT-1305117,12-08-2015,225,56,4,0.0
ZA-2015-BT1305147-42338,OFF-AP-3574,BT-1305147,30-11-2015,155,-134,1,0.7
IN-2012-DK1298558-40985,FUR-BO-5768,DK-1298558,17-03-2012,595,0,4,0.0
IN-2013-MW1823566-41370,FUR-BO-5798,MW-1823566,06-04-2013,530,-318,7,0.5
IN-2015-TC209807-42140,TEC-MA-5541,TC-209807,16-05-2015,100,14,2,0.0
ES-2014-EM1406548-41775,OFF-EN-3665,EM-1406548,16-05-2014,147,33,4,0.0
ES-2013-MD1786045-41496,OFF-PA-6603,MD-1786045,10-08-2013,224,71,5,0.0
IN-2014-TH211157-41655,OFF-BI-2899,TH-211157,16-01-2014,181,50,4,0.1
IN-2015-JO1514558-42223,FUR-CH-4545,JO-1514558,07-08-2015,289,49,2,0.0
IN-2012-CL1189027-41095,OFF-BI-6383,CL-1189027,05-07-2012,353,158,7,0.0
IT-2012-CG1204062-41263,TEC-PH-5347,CG-1204062,20-12-2012,166,-83,5,0.5
ES-2015-JG1580548-42235,TEC-AC-5219,JG-1580548,19-08-2015,102,10,4,0.1
NI-2015-TS1150595-42082,FUR-CH-4530,TS-1150595,19-03-2015,571,-571,4,0.7
MX-2013-CK1232516-41625,FUR-CH-5437,CK-1232516,17-12-2013,409,94,9,0.0
MX-2012-TR2132518-41110,OFF-PA-4177,TR-2132518,20-07-2012,95,25,5,0.0
ES-2014-DB1327045-41689,TEC-MA-5500,DB-1327045,19-02-2014,448,-52,3,0.15
SA-2015-MB8085110-42277,TEC-CO-4777,MB-8085110,30-09-2015,130,33,1,0.0
IN-2014-CM1183027-41699,TEC-CO-6008,CM-1183027,01-03-2014,360,133,3,0.0
IN-2012-CS1186027-41268,FUR-CH-4629,CS-1186027,25-12-2012,189,45,4,0.0
ML-2014-CC222079-41747,TEC-MA-5007,CC-222079,18-04-2014,621,236,2,0.0
CM-2012-KF628522-41263,FUR-CH-5414,KF-628522,20-12-2012,166,63,1,0.0
US-2012-EM14140143-41049,OFF-SU-4132,EM-14140143,20-05-2012,206,-131,11,0.4
CA-2014-CC12370140-41783,TEC-PH-3181,CC-123701406,24-05-2014,122,-24,3,0.4
ES-2013-CS11950124-41283,OFF-AR-3478,CS-11950124,09-01-2013,163,-6,6,0.5
US-2015-CC12370140-42326,OFF-PA-6456,CC-123701406,18-11-2015,38,18,6,0.0
ES-2014-PP1895545-41689,TEC-CO-4574,PP-1895545,19-02-2014,327,15,2,0.15
ID-2012-CM12160118-40957,TEC-AC-5896,CM-12160118,18-02-2012,257,-165,2,0.5
ES-2015-FA14230120-42123,FUR-FU-5720,FA-14230120,29-04-2015,94,33,2,0.0
CA-2014-CC12370140-41783,OFF-PA-6588,CC-123701406,24-05-2014,10,3,2,0.2
IN-2013-PC1900078-41416,OFF-ST-6065,PC-1900078,22-05-2013,145,71,3,0.0
MX-2015-NR1855031-42166,TEC-AC-5866,NR-1855031,11-06-2015,276,94,5,0.0
MX-2013-SE2011028-41550,TEC-MA-5001,SE-2011028,03-10-2013,137,46,4,0.0
SG-2014-HF4995111-41979,OFF-AP-4507,HF-4995111,06-12-2014,543,206,1,0.0
CA-2014-CC12370140-41783,OFF-BI-3296,CC-123701406,24-05-2014,6,-4,1,0.7
ID-2014-SC20695144-41837,TEC-AC-4185,SC-20695144,17-07-2014,273,-77,2,0.47
ID-2013-AB10015130-41636,TEC-CO-4576,AB-10015130,28-12-2013,402,12,2,0.37
IZ-2015-BP115561-42108,OFF-AR-6120,BP-115561,14-04-2015,250,15,10,0.0
YM-2014-HF4995145-41888,TEC-PH-3144,HF-4995145,06-09-2014,82,-179,2,0.7
CA-2015-CC12370140-42315,OFF-BI-6634,CC-123701402,07-11-2015,1,-1,2,0.8
CA-2013-CM12385140-41349,OFF-BI-4276,CM-123851408,16-03-2013,6354,3177,5,0.0
US-2013-BF1117082-41370,FUR-CH-5411,BF-1117082,06-04-2013,445,-111,5,0.2
IN-2015-GH1442558-42150,OFF-AP-4500,GH-1442558,26-05-2015,280,0,1,0.0
IN-2012-JW152207-41234,TEC-AC-4163,JW-152207,21-11-2012,228,34,2,0.0
CA-2015-CM12385140-42008,OFF-BI-4359,CM-123851404,04-01-2015,2022,682,8,0.2
ES-2015-EN1378045-42024,FUR-CH-4704,EN-1378045,20-01-2015,597,92,4,0.1
IN-2013-HF149957-41332,TEC-PH-5830,HF-149957,27-02-2013,299,-6,5,0.1
ES-2012-CD1279045-41241,OFF-PA-4479,CD-1279045,28-11-2012,169,69,5,0.0
IN-2015-JM1586558-42301,TEC-CO-3705,JM-1586558,24-10-2015,140,4,1,0.0
ES-2015-KM1666045-42256,TEC-PH-5832,KM-1666045,09-09-2015,277,26,5,0.15
ES-2015-SC2068045-42348,OFF-LA-4528,SC-2068045,10-12-2015,89,44,7,0.0
ES-2014-AO10810139-41846,TEC-MA-5538,AO-10810139,26-07-2014,201,28,4,0.0
CA-2015-CM12385140-42332,TEC-PH-6313,CM-123851402,24-11-2015,222,16,2,0.2
CA-2013-CM12385140-41531,OFF-ST-4273,CM-123851408,14-09-2013,269,5,3,0.0
CA-2013-CM12385140-41349,OFF-ST-5594,CM-123851408,16-03-2013,46,11,3,0.0
ES-2013-OT18730139-41479,OFF-ST-6046,OT-18730139,24-07-2013,1071,83,6,0.1
CA-2015-CM12385140-42332,OFF-LA-3270,CM-123851402,24-11-2015,11,4,5,0.2
ID-2015-SR20425118-42235,TEC-PH-3793,SR-20425118,19-08-2015,176,-28,4,0.5
IT-2014-VM2168591-41711,FUR-BO-4859,VM-2168591,13-03-2014,511,-449,6,0.5
MX-2013-KD1649582-41552,TEC-PH-5271,KD-1649582,05-10-2013,524,10,6,0.0
ES-2013-DP1316545-41513,TEC-MA-5573,DP-1316545,27-08-2013,450,37,2,0.15
ID-2015-KE164207-42059,OFF-EN-3671,KE-164207,24-02-2015,64,-6,4,0.4
US-2014-TB2117518-41814,TEC-AC-3398,TB-2117518,24-06-2014,148,-166,10,0.6
CA-2015-CM12385140-42008,OFF-AR-5166,CM-123851404,04-01-2015,9,3,3,0.0
IN-2013-MP179657-41620,OFF-ST-4259,MP-179657,12-12-2013,274,137,2,0.0
MX-2015-RD1990036-42337,TEC-PH-5263,RD-1990036,29-11-2015,233,67,3,0.2
MX-2012-TC21535101-41241,OFF-ST-6065,TC-21535101,28-11-2012,135,9,7,0.4
AU-2015-CA19658-42242,OFF-AR-5933,CA-19658,26-08-2015,291,137,6,0.0
CA-2013-CM12385140-41349,OFF-AR-5324,CM-123851408,16-03-2013,8,2,3,0.0
ID-2015-KM16720102-42255,OFF-BI-2892,KM-16720102,08-09-2015,151,15,12,0.15
MX-2014-MD1735018-41999,FUR-CH-5394,MD-1735018,26-12-2014,178,17,2,0.0
ID-2014-AZ1075027-41796,TEC-AC-4166,AZ-1075027,06-06-2014,229,-155,4,0.5
ES-2012-PM1894045-41145,OFF-ST-5706,PM-1894045,24-08-2012,112,25,2,0.1
US-2014-SW202755-41898,OFF-ST-6262,SW-202755,16-09-2014,409,20,5,0.4
MX-2013-AA1064536-41613,OFF-AR-3526,AA-1064536,05-12-2013,115,40,4,0.2
IN-2015-KB16405102-42048,FUR-BO-5778,KB-16405102,13-02-2015,259,-23,2,0.35
MX-2013-SB2029082-41634,OFF-ST-4293,SB-2029082,26-12-2013,153,7,4,0.0
ES-2014-JL15850139-41711,OFF-AR-3462,JL-15850139,13-03-2014,242,82,8,0.0
CA-2015-CM12385140-42332,FUR-FU-3847,CM-123851402,24-11-2015,6,-4,1,0.6
IN-2014-PF1916558-41961,TEC-PH-3151,PF-1916558,18-11-2014,249,59,2,0.0
IN-2013-SO2033558-41403,OFF-ST-4257,SO-2033558,09-05-2013,549,252,4,0.0
MX-2012-AS1024031-41254,TEC-CO-3589,AS-1024031,11-12-2012,348,166,2,0.002
IN-2015-CC1222066-42224,OFF-BI-2884,CC-1222066,08-08-2015,152,42,5,0.0
CA-2013-CM12385140-41349,OFF-AR-5698,CM-123851408,16-03-2013,2,0,1,0.0
US-2013-RB1946536-41389,FUR-CH-4631,RB-1946536,25-04-2013,141,-12,5,0.2
MX-2015-RF1934526-42083,OFF-AR-5920,RF-1934526,20-03-2015,140,35,8,0.0
ID-2014-CK122057-41915,FUR-BO-5746,CK-122057,03-10-2014,205,-85,2,0.4
ID-2015-DB1355592-42026,FUR-FU-3048,DB-1355592,22-01-2015,127,-4,4,0.4
ES-2013-RA1928548-41473,TEC-PH-3134,RA-1928548,18-07-2013,330,14,5,0.1
CA-2014-CS12400140-41770,TEC-PH-3824,CS-124001406,11-05-2014,743,-123,2,0.4
US-2014-RB19705101-41884,TEC-PH-3152,RB-19705101,02-09-2014,197,-59,4,0.4
US-2015-CS12400140-42102,FUR-TA-3562,CS-124001408,08-04-2015,620,-248,3,0.45
MX-2013-RM1937551-41305,TEC-AC-5204,RM-1937551,31-01-2013,200,0,3,0.0
MX-2014-MK1790531-41886,TEC-PH-3148,MK-1790531,04-09-2014,1272,38,3,0.0
ES-2013-KE1642091-41539,FUR-CH-5801,KE-1642091,22-09-2013,124,-57,3,0.5
ES-2013-LD168558-41387,TEC-AC-5866,LD-168558,23-04-2013,414,66,5,0.0
US-2015-CS12400140-42322,OFF-ST-5783,CS-124001402,14-11-2015,230,-48,3,0.2
IN-2015-TT2107066-42288,FUR-CH-5807,TT-2107066,11-10-2015,503,196,3,0.0
IN-2014-CR126257-41928,FUR-FU-3932,CR-126257,16-10-2014,158,-39,6,0.4
ES-2013-JO1514545-41359,OFF-AR-3495,JO-1514545,26-03-2013,143,60,12,0.0
ES-2012-RP1985548-40920,TEC-MA-4207,RP-1985548,12-01-2012,522,20,2,0.0
MX-2014-MG1814539-41787,OFF-BI-3712,MG-1814539,28-05-2014,113,40,6,0.0
MX-2013-DE1325551-41370,FUR-FU-3953,DE-1325551,06-04-2013,101,49,3,0.0
MX-2013-SD2048531-41569,TEC-PH-3800,SD-2048531,22-10-2013,309,102,3,0.0
IN-2012-DF1313566-40965,OFF-SU-4979,DF-1313566,26-02-2012,79,25,3,0.0
IZ-2013-JP546061-41444,TEC-PH-5350,JP-546061,19-06-2013,278,83,2,0.0
MX-2014-TB2117531-41814,FUR-BO-5799,TB-2117531,24-06-2014,494,113,5,0.0
TU-2013-BD1770134-41450,TEC-PH-5353,BD-1770134,25-06-2013,436,-338,8,0.6
MX-2013-AC1061582-41563,FUR-TA-3759,AC-1061582,16-10-2013,475,142,2,0.2
ES-2014-GZ1454545-41907,FUR-CH-4522,GZ-1454545,25-09-2014,268,83,4,0.1
US-2015-CS12400140-42102,TEC-AC-5150,CS-124001408,08-04-2015,617,-7,3,0.2
EG-2015-GM469538-42110,OFF-ST-6033,GM-469538,16-04-2015,128,9,1,0.0
ID-2014-LD170057-41772,FUR-CH-5752,LD-170057,13-05-2014,266,-80,9,0.4
US-2013-CS12400140-41549,OFF-ST-4089,CS-124001404,02-10-2013,270,75,14,0.0
US-2015-CS12400140-42102,FUR-FU-6240,CS-124001408,08-04-2015,258,0,3,0.2
MX-2015-MB1808531-42286,OFF-SU-4135,MB-1808531,09-10-2015,404,100,14,0.0
US-2015-CS12400140-42102,FUR-TA-3620,CS-124001408,08-04-2015,233,-102,2,0.45
CA-2012-CS12400140-41177,OFF-ST-3981,CS-124001404,25-09-2012,310,80,2,0.0
CA-2015-CS12400140-42263,FUR-TA-3562,CS-124001404,16-09-2015,300,11,1,0.2
US-2015-DL1331555-42329,TEC-PH-3805,DL-1331555,21-11-2015,781,-482,3,0.4
ES-2015-BE1145545-42366,OFF-AP-4721,BE-1145545,28-12-2015,440,-44,5,0.1
CA-2014-CS12400140-41949,OFF-BI-3731,CS-124001404,06-11-2014,29,9,5,0.2
CA-2015-CS12400140-42367,OFF-BI-6401,CS-124001402,29-12-2015,25,12,5,0.0
ID-2015-TS2137097-42300,OFF-ST-6059,TS-2137097,23-10-2015,171,-157,7,0.5
CA-2015-CS12400140-42253,OFF-AR-5312,CS-124001404,06-09-2015,2,0,1,0.0
CG-2014-MR754533-41650,OFF-ST-5700,MR-754533,11-01-2014,211,14,1,0.0
RS-2014-MS7980108-41816,FUR-TA-3418,MS-7980108,26-06-2014,495,238,1,0.0
ID-2013-TS21160102-41465,TEC-AC-3391,TS-21160102,10-07-2013,316,-241,5,0.45
ID-2012-TB2117559-41132,TEC-PH-5353,TB-2117559,11-08-2012,226,-16,2,0.17
ES-2015-RM1937548-42252,OFF-ST-5708,RM-1937548,05-09-2015,385,89,7,0.1
ES-2015-TH21550139-42294,OFF-SU-4974,TH-21550139,17-10-2015,173,0,5,0.0
MX-2015-RH1955536-42213,OFF-BI-3189,RH-1955536,28-07-2015,75,-11,5,0.2
US-2013-EM1396082-41466,TEC-PH-5350,EM-1396082,11-07-2013,464,199,5,0.0
MX-2012-BD1160518-41157,TEC-CO-5996,BD-1160518,05-09-2012,224,1,2,0.002
MX-2013-ER1385518-41504,FUR-BO-3890,ER-1385518,18-08-2013,826,148,3,0.0
TU-2015-AD180134-42364,TEC-MA-5003,AD-180134,26-12-2015,275,-255,4,0.6
US-2015-CS12400140-42102,OFF-BI-4347,CS-124001408,08-04-2015,5,-3,2,0.7
IR-2015-MC810060-42265,TEC-MA-6139,MC-810060,18-09-2015,327,88,2,0.0
IN-2012-BW1111092-41051,TEC-AC-5873,BW-1111092,22-05-2012,440,39,4,0.0
IN-2015-EB1370559-42294,TEC-CO-3594,EB-1370559,17-10-2015,178,22,1,0.07
IN-2015-MY173807-42158,TEC-PH-3791,MY-173807,03-06-2015,323,50,4,0.1
IN-2012-RR193157-41081,OFF-AP-4949,RR-193157,21-06-2012,261,69,3,0.1
IZ-2012-TT1122061-41079,OFF-BI-2902,TT-1122061,19-06-2012,205,51,4,0.0
CA-2015-CS12400140-42367,OFF-FA-6129,CS-124001402,29-12-2015,2,0,1,0.0
CA-2014-CB12415140-41846,TEC-CO-4585,CB-124151406,26-07-2014,1439,191,4,0.4
ID-2013-KL1655559-41293,TEC-PH-5271,KL-1655559,19-01-2013,326,43,3,0.17
MX-2013-KB1631531-41437,OFF-PA-4463,KB-1631531,12-06-2013,193,7,6,0.0
US-2015-CS123555-42340,TEC-PH-3802,CS-123555,02-12-2015,182,-82,3,0.4
US-2015-CB12415140-42325,OFF-PA-6308,CB-124151406,17-11-2015,146,73,3,0.0
US-2013-CB12415140-41583,OFF-SU-3000,CB-124151406,05-11-2013,27,2,4,0.2
CA-2014-CB12415140-41803,OFF-PA-4838,CB-124151406,13-06-2014,92,41,3,0.0
ID-2015-PO19180102-42067,TEC-CO-4592,PO-19180102,04-03-2015,2951,226,12,0.35
ID-2015-CJ118757-42061,FUR-CH-5434,CJ-118757,26-02-2015,190,-2,4,0.1
MX-2014-JJ1544582-41969,FUR-CH-5413,JJ-1544582,26-11-2014,350,70,4,0.2
MX-2015-SS2051536-42264,FUR-BO-5746,SS-2051536,17-09-2015,274,4,4,0.4
RS-2015-DP3000108-42355,FUR-FU-3035,DP-3000108,17-12-2015,219,70,2,0.0
ES-2014-HG1484545-41887,TEC-PH-3127,HG-1484545,05-09-2014,721,33,5,0.15
TU-2013-LA6780134-41493,OFF-AP-3580,LA-6780134,07-08-2013,224,-196,1,0.6
ES-2015-RD19585120-42344,OFF-EN-5030,RD-19585120,06-12-2015,197,19,4,0.0
ES-2013-JC1610548-41494,OFF-AR-3477,JC-1610548,08-08-2013,142,14,3,0.1
IN-2015-OT1873027-42209,TEC-PH-5830,OT-1873027,24-07-2015,199,15,3,0.0
US-2013-SS2041037-41424,FUR-TA-3353,SS-2041037,30-05-2013,341,-76,2,0.2
ES-2012-CD1198048-41151,OFF-ST-6248,CD-1198048,30-08-2012,362,-4,3,0.1
ES-2012-ER13855120-41159,OFF-AP-4507,ER-13855120,07-09-2012,6517,2476,12,0.0
MX-2015-TH2155051-42087,OFF-ST-5700,TH-2155051,24-03-2015,705,21,5,0.0
CA-2015-CB12415140-42343,OFF-ST-3058,CB-124151402,05-12-2015,61,4,2,0.2
TU-2015-AT435134-42046,TEC-AC-5866,AT-435134,11-02-2015,132,-146,4,0.6
CA-2014-CB12415140-41662,FUR-FU-3916,CB-124151404,23-01-2014,59,21,7,0.0
ES-2015-JD1589514-42227,FUR-BO-5942,JD-1589514,11-08-2015,504,115,3,0.0
BU-2013-MH745519-41520,FUR-BO-3906,MH-745519,03-09-2013,496,228,4,0.0
ES-2013-MN1793548-41466,OFF-AR-3528,MN-1793548,11-07-2013,397,59,7,0.0
MX-2012-JD1606031-41198,FUR-BO-3634,JD-1606031,16-10-2012,341,105,3,0.0
MX-2012-CM1238582-41255,TEC-CO-4581,CM-1238582,12-12-2012,390,34,4,0.002
CA-2014-CB12415140-41803,OFF-AP-3503,CB-124151406,13-06-2014,52,18,3,0.0
ID-2014-ML177557-41775,TEC-AC-4152,ML-177557,16-05-2014,212,75,6,0.1
MX-2014-TB2128026-41798,TEC-MA-5503,TB-2128026,08-06-2014,418,175,2,0.0
ET-2012-AJ96043-41081,OFF-AR-5931,AJ-96043,21-06-2012,366,168,8,0.0
US-2013-CB12415140-41583,OFF-BI-4885,CB-124151406,05-11-2013,7,-5,3,0.7
CA-2014-CB12415140-41763,OFF-AR-5293,CB-124151402,04-05-2014,27,2,7,0.2
ES-2014-JE1571548-41958,OFF-AP-4509,JE-1571548,15-11-2014,256,56,5,0.1
US-2012-FA1423055-41053,FUR-CH-4684,FA-1423055,24-05-2012,212,-77,4,0.4
MX-2013-MF1825031-41535,TEC-PH-3128,MF-1825031,18-09-2013,336,36,3,0.0
IN-2013-CB1253592-41619,OFF-SU-3002,CB-1253592,11-12-2013,356,131,8,0.0
IN-2014-RP192707-42001,OFF-BI-3188,RP-192707,28-12-2014,125,27,5,0.1
MX-2014-IL1510028-41824,OFF-ST-4294,IL-1510028,04-07-2014,347,72,9,0.0
MX-2014-FW1439518-41936,FUR-FU-5736,FW-1439518,24-10-2014,138,44,4,0.0
IN-2015-AC1061558-42067,TEC-MA-5004,AC-1061558,04-03-2015,347,138,2,0.0
RS-2012-DH3675108-41011,TEC-AC-5124,DH-3675108,12-04-2012,414,66,4,0.0
CA-2015-CB12415140-42060,OFF-BI-2937,CB-124151406,25-02-2015,4,-3,4,0.7
ES-2015-MB1730548-42290,TEC-MA-5541,MB-1730548,13-10-2015,201,3,4,0.0
CA-2014-CB12415140-41763,OFF-BI-4567,CB-124151402,04-05-2014,2,-3,1,0.8
IN-2012-RE194057-41264,TEC-AC-4166,RE-194057,21-12-2012,309,20,3,0.1
SA-2014-RF9345110-41826,OFF-SU-6179,RF-9345110,06-07-2014,284,25,6,0.0
CA-2014-CB12415140-41763,OFF-AP-2933,CB-124151402,04-05-2014,26,-71,3,0.8
ES-2015-SF20200139-42229,OFF-AR-6117,SF-20200139,13-08-2015,126,41,5,0.0
CA-2015-CC12430140-42145,FUR-CH-4410,CC-124301404,21-05-2015,518,-97,8,0.2
ES-2015-SC2080048-42118,OFF-AP-4749,SC-2080048,24-04-2015,588,110,9,0.2
US-2014-JC1538536-41892,OFF-ST-5693,JC-1538536,10-09-2014,227,56,3,0.2
MX-2014-TC2098039-41920,OFF-AR-5920,TC-2098039,08-10-2014,158,39,9,0.0
IS-2014-RA928563-41916,TEC-AC-5206,RA-928563,04-10-2014,102,24,1,0.0
MX-2015-PS1897051-42195,FUR-BO-3628,PS-1897051,10-07-2015,246,32,3,0.0
IT-2014-AZ10750124-41908,OFF-ST-4257,AZ-10750124,26-09-2014,137,-27,2,0.5
IN-2012-LS1694527-41180,FUR-FU-3033,LS-1694527,28-09-2012,667,173,6,0.0
IN-2014-SH19975130-41975,FUR-CH-5453,SH-19975130,02-12-2014,480,105,7,0.27
US-2014-AH1003036-41787,OFF-AP-4512,AH-1003036,28-05-2014,178,17,6,0.2
IN-2015-KN164507-42332,OFF-ST-5709,KN-164507,24-11-2015,166,29,3,0.1
ES-2013-LC17140120-41276,OFF-PA-4467,LC-17140120,02-01-2013,93,21,3,0.0
CA-2015-CC12430140-42281,TEC-AC-5105,CC-124301406,04-10-2015,371,66,3,0.0
IN-2015-SC2038027-42083,OFF-AR-6117,SC-2038027,20-03-2015,228,43,9,0.0
CA-2014-CC12430140-41957,OFF-PA-6360,CC-124301406,14-11-2014,217,78,7,0.2
MX-2013-MW1822018-41523,TEC-PH-5251,MW-1822018,06-09-2013,385,26,7,0.0
US-2013-RB1970555-41396,OFF-AP-4730,RB-1970555,02-05-2013,246,-32,2,0.4
MX-2013-AS1028582-41592,OFF-AP-4748,AS-1028582,14-11-2013,112,51,2,0.0
IT-2012-AH1003045-41076,TEC-MA-4199,AH-1003045,16-06-2012,523,-24,2,0.15
IN-2014-AR1082558-41941,OFF-AR-6108,AR-1082558,29-10-2014,157,53,3,0.0
RO-2014-GZ4470107-41649,TEC-CO-3607,GZ-4470107,10-01-2014,142,14,1,0.0
IN-2013-CJ118757-41445,FUR-FU-6256,CJ-118757,20-06-2013,195,10,2,0.1
ID-2014-CD122807-41646,FUR-CH-5808,CD-122807,07-01-2014,765,8,5,0.1
IN-2015-CS124007-42148,FUR-BO-5745,CS-124007,24-05-2015,454,186,3,0.1
ES-2012-JS16030120-41019,TEC-PH-5845,JS-16030120,20-04-2012,443,88,4,0.1
ID-2015-SG2089097-42085,TEC-PH-5825,SG-2089097,22-03-2015,260,-177,7,0.5
IT-2013-TB2125064-41595,FUR-CH-5455,TB-2125064,17-11-2013,343,-223,5,0.6
MX-2014-BD1177018-41730,FUR-FU-3029,BD-1177018,01-04-2014,140,7,5,0.0
IN-2012-AT1043558-41268,OFF-BI-3255,AT-1043558,25-12-2012,144,14,3,0.0
LE-2013-PG882071-41452,FUR-CH-5443,PG-882071,27-06-2013,469,183,1,0.0
US-2015-AB1006098-42327,FUR-CH-5433,AB-1006098,19-11-2015,139,2,6,0.4
MX-2013-KM1637582-41481,TEC-CO-5997,KM-1637582,26-07-2013,592,76,3,0.002
AO-2012-BS18004-41191,TEC-AC-5873,BS-18004,09-10-2012,440,79,4,0.0
CA-2015-CC12430140-42145,TEC-MA-5489,CC-124301404,21-05-2015,343,38,1,0.2
AL-2015-JB59252-42073,OFF-AR-3544,JB-59252,10-03-2015,173,24,6,0.0
CA-2013-CC12430140-41523,FUR-CH-4393,CC-124301406,06-09-2013,271,60,2,0.1
ES-2012-MW1823545-41129,FUR-CH-5407,MW-1823545,08-08-2012,215,16,3,0.1
ES-2014-BV11245120-41688,FUR-CH-5805,BV-11245120,18-02-2014,409,143,3,0.2
ID-2015-CG125207-42341,OFF-AP-3585,CG-125207,03-12-2015,202,89,3,0.1
MX-2014-MH1745582-41944,OFF-SU-4325,MH-1745582,01-11-2014,87,34,3,0.0
MX-2014-SC2002051-41696,TEC-AC-4178,SC-2002051,26-02-2014,420,0,11,0.0
MX-2012-DC1328518-41177,TEC-CO-4780,DC-1328518,25-09-2012,513,91,6,0.002
US-2015-TS2137055-42067,FUR-CH-4545,TS-2137055,04-03-2015,173,-34,3,0.4
IT-2013-MT1781562-41548,OFF-EN-5034,MT-1781562,01-10-2013,100,-90,5,0.5
IN-2015-MM1792058-42299,FUR-BO-3885,MM-1792058,22-10-2015,281,98,2,0.0
IN-2012-GD145907-40969,FUR-CH-4558,GD-145907,01-03-2012,257,31,3,0.1
IN-2015-LR1703592-42211,FUR-TA-3430,LR-1703592,26-07-2015,623,62,2,0.4
ES-2015-RB1946548-42256,OFF-AR-3501,RB-1946548,09-09-2015,95,4,2,0.0
