Order Date,order year,order month
04-10-2014,2014,10
28-06-2012,2012,6
05-09-2013,2013,9
10-10-2015,2015,10
29-07-2015,2015,7
27-06-2014,2014,6
11-08-2012,2012,8
06-12-2015,2015,12
10-06-2013,2013,6
12-02-2013,2013,2
13-12-2015,2015,12
09-08-2014,2014,8
24-12-2014,2014,12
16-10-2015,2015,10
27-02-2015,2015,2
12-02-2013,2013,2
29-12-2015,2015,12
10-02-2012,2012,2
10-11-2015,2015,11
28-08-2013,2013,8
08-07-2014,2014,7
20-09-2015,2015,9
17-09-2012,2012,9
30-12-2015,2015,12
24-03-2012,2012,3
30-09-2014,2014,9
06-11-2015,2015,11
06-09-2015,2015,9
22-11-2014,2014,11
11-07-2013,2013,7
21-08-2013,2013,8
09-05-2014,2014,5
15-11-2012,2012,11
15-04-2015,2015,4
02-10-2015,2015,10
09-09-2014,2014,9
20-04-2014,2014,4
29-01-2014,2014,1
11-12-2015,2015,12
28-05-2013,2013,5
28-08-2015,2015,8
27-11-2013,2013,11
04-01-2014,2014,1
18-05-2014,2014,5
13-02-2015,2015,2
01-11-2014,2014,11
27-11-2012,2012,11
11-12-2015,2015,12
25-04-2013,2013,4
29-10-2014,2014,10
13-09-2014,2014,9
10-12-2014,2014,12
30-11-2015,2015,11
23-11-2015,2015,11
11-12-2015,2015,12
14-03-2015,2015,3
24-08-2013,2013,8
13-09-2012,2012,9
03-08-2013,2013,8
20-09-2014,2014,9
13-09-2014,2014,9
29-10-2013,2013,10
08-07-2012,2012,7
24-03-2013,2013,3
16-06-2012,2012,6
04-01-2014,2014,1
16-05-2014,2014,5
12-12-2014,2014,12
19-08-2015,2015,8
11-12-2015,2015,12
06-01-2015,2015,1
28-05-2013,2013,5
18-04-2015,2015,4
31-01-2015,2015,1
16-06-2012,2012,6
13-09-2014,2014,9
21-11-2015,2015,11
22-04-2015,2015,4
21-05-2014,2014,5
11-08-2012,2012,8
03-05-2012,2012,5
15-07-2014,2014,7
23-12-2015,2015,12
06-03-2013,2013,3
01-05-2013,2013,5
26-04-2014,2014,4
28-10-2014,2014,10
25-06-2014,2014,6
30-07-2013,2013,7
08-11-2015,2015,11
10-08-2014,2014,8
12-06-2015,2015,6
19-03-2015,2015,3
02-08-2015,2015,8
04-04-2015,2015,4
28-11-2014,2014,11
19-07-2014,2014,7
28-10-2014,2014,10
05-04-2013,2013,4
06-10-2012,2012,10
12-11-2015,2015,11
11-08-2012,2012,8
05-09-2015,2015,9
28-10-2014,2014,10
04-01-2015,2015,1
23-06-2015,2015,6
13-07-2013,2013,7
04-04-2012,2012,4
30-09-2014,2014,9
09-06-2013,2013,6
29-08-2013,2013,8
25-09-2014,2014,9
24-03-2015,2015,3
28-10-2015,2015,10
05-12-2012,2012,12
16-06-2015,2015,6
29-12-2015,2015,12
02-10-2014,2014,10
17-06-2014,2014,6
12-06-2014,2014,6
06-02-2014,2014,2
28-10-2014,2014,10
12-05-2013,2013,5
15-12-2013,2013,12
03-12-2014,2014,12
11-11-2014,2014,11
07-12-2012,2012,12
19-11-2015,2015,11
04-12-2015,2015,12
31-07-2015,2015,7
13-10-2015,2015,10
18-11-2015,2015,11
09-06-2015,2015,6
10-01-2012,2012,1
30-11-2014,2014,11
20-12-2012,2012,12
15-04-2015,2015,4
24-10-2012,2012,10
26-08-2015,2015,8
19-01-2012,2012,1
07-09-2013,2013,9
19-05-2015,2015,5
29-05-2015,2015,5
20-02-2013,2013,2
07-04-2015,2015,4
30-09-2015,2015,9
11-12-2014,2014,12
24-12-2014,2014,12
16-12-2014,2014,12
21-10-2014,2014,10
18-11-2012,2012,11
13-10-2012,2012,10
23-12-2014,2014,12
05-06-2012,2012,6
15-11-2013,2013,11
08-05-2013,2013,5
22-03-2013,2013,3
20-10-2013,2013,10
29-09-2012,2012,9
11-06-2015,2015,6
26-04-2013,2013,4
25-06-2015,2015,6
28-08-2014,2014,8
30-05-2015,2015,5
28-10-2014,2014,10
24-10-2015,2015,10
10-06-2014,2014,6
27-11-2014,2014,11
14-03-2015,2015,3
27-05-2015,2015,5
13-11-2015,2015,11
14-03-2015,2015,3
03-12-2013,2013,12
26-08-2015,2015,8
05-09-2015,2015,9
28-11-2015,2015,11
27-08-2014,2014,8
14-03-2015,2015,3
07-03-2013,2013,3
14-03-2015,2015,3
28-09-2014,2014,9
27-11-2015,2015,11
14-03-2015,2015,3
14-05-2013,2013,5
07-10-2012,2012,10
14-12-2012,2012,12
27-09-2014,2014,9
27-02-2015,2015,2
15-06-2014,2014,6
13-02-2015,2015,2
15-12-2015,2015,12
07-10-2015,2015,10
26-12-2015,2015,12
20-08-2014,2014,8
06-02-2014,2014,2
14-08-2013,2013,8
27-11-2015,2015,11
08-11-2012,2012,11
11-01-2012,2012,1
17-04-2012,2012,4
31-12-2014,2014,12
17-10-2013,2013,10
23-06-2013,2013,6
27-10-2015,2015,10
20-07-2012,2012,7
09-08-2014,2014,8
14-10-2014,2014,10
19-11-2014,2014,11
09-09-2014,2014,9
30-01-2015,2015,1
14-10-2015,2015,10
27-12-2012,2012,12
30-04-2013,2013,4
07-05-2013,2013,5
15-08-2012,2012,8
22-11-2015,2015,11
19-04-2012,2012,4
16-09-2014,2014,9
13-12-2012,2012,12
14-06-2013,2013,6
17-11-2015,2015,11
26-04-2014,2014,4
06-02-2013,2013,2
25-09-2014,2014,9
23-07-2014,2014,7
25-12-2015,2015,12
26-04-2013,2013,4
03-12-2014,2014,12
08-01-2014,2014,1
08-11-2014,2014,11
18-08-2013,2013,8
06-06-2014,2014,6
02-12-2014,2014,12
13-05-2014,2014,5
14-05-2014,2014,5
28-01-2015,2015,1
20-09-2014,2014,9
21-04-2015,2015,4
03-06-2014,2014,6
04-11-2015,2015,11
07-10-2015,2015,10
25-11-2015,2015,11
29-12-2013,2013,12
28-07-2015,2015,7
24-08-2013,2013,8
25-09-2014,2014,9
18-04-2014,2014,4
01-02-2012,2012,2
05-10-2012,2012,10
18-10-2012,2012,10
30-12-2015,2015,12
17-11-2014,2014,11
02-09-2015,2015,9
13-06-2013,2013,6
16-12-2014,2014,12
20-09-2013,2013,9
06-08-2015,2015,8
05-10-2013,2013,10
12-03-2015,2015,3
18-06-2013,2013,6
11-12-2014,2014,12
31-01-2015,2015,1
24-09-2014,2014,9
15-10-2015,2015,10
19-08-2014,2014,8
11-11-2014,2014,11
11-08-2015,2015,8
08-05-2015,2015,5
16-09-2012,2012,9
17-12-2014,2014,12
09-07-2015,2015,7
08-05-2015,2015,5
17-04-2012,2012,4
21-02-2014,2014,2
27-11-2014,2014,11
21-08-2013,2013,8
11-02-2014,2014,2
22-10-2015,2015,10
26-11-2015,2015,11
29-06-2013,2013,6
12-11-2013,2013,11
11-11-2014,2014,11
19-03-2013,2013,3
09-07-2015,2015,7
30-09-2014,2014,9
09-04-2014,2014,4
21-02-2014,2014,2
26-03-2013,2013,3
30-12-2015,2015,12
31-01-2015,2015,1
24-09-2012,2012,9
25-04-2014,2014,4
05-04-2013,2013,4
31-01-2015,2015,1
18-04-2015,2015,4
31-01-2015,2015,1
12-11-2013,2013,11
13-08-2015,2015,8
21-02-2014,2014,2
16-07-2015,2015,7
11-06-2015,2015,6
18-06-2013,2013,6
05-05-2012,2012,5
05-11-2013,2013,11
06-06-2012,2012,6
20-12-2012,2012,12
08-10-2014,2014,10
02-10-2014,2014,10
25-12-2014,2014,12
07-08-2012,2012,8
05-11-2015,2015,11
31-01-2015,2015,1
13-06-2013,2013,6
11-06-2015,2015,6
27-07-2015,2015,7
10-12-2015,2015,12
21-08-2015,2015,8
08-09-2015,2015,9
27-11-2013,2013,11
18-06-2013,2013,6
14-12-2013,2013,12
20-11-2014,2014,11
11-01-2013,2013,1
18-09-2015,2015,9
25-12-2015,2015,12
29-08-2014,2014,8
14-08-2014,2014,8
20-12-2013,2013,12
13-02-2013,2013,2
07-10-2015,2015,10
20-07-2013,2013,7
21-11-2015,2015,11
20-10-2012,2012,10
22-09-2013,2013,9
31-01-2015,2015,1
11-07-2015,2015,7
12-08-2015,2015,8
23-06-2015,2015,6
05-12-2012,2012,12
19-06-2014,2014,6
17-08-2012,2012,8
12-05-2013,2013,5
03-11-2015,2015,11
26-06-2015,2015,6
09-03-2012,2012,3
05-04-2015,2015,4
13-08-2014,2014,8
02-08-2012,2012,8
25-12-2013,2013,12
19-03-2013,2013,3
19-03-2013,2013,3
04-09-2014,2014,9
05-12-2012,2012,12
02-08-2012,2012,8
05-11-2013,2013,11
03-10-2015,2015,10
05-12-2012,2012,12
09-05-2015,2015,5
16-09-2013,2013,9
02-01-2015,2015,1
03-09-2013,2013,9
15-10-2015,2015,10
18-12-2012,2012,12
05-06-2015,2015,6
19-03-2013,2013,3
13-08-2015,2015,8
04-10-2013,2013,10
23-10-2014,2014,10
05-12-2012,2012,12
22-03-2012,2012,3
23-09-2015,2015,9
06-11-2015,2015,11
14-07-2015,2015,7
16-01-2015,2015,1
04-10-2014,2014,10
02-08-2014,2014,8
19-06-2013,2013,6
26-12-2014,2014,12
19-03-2013,2013,3
24-09-2015,2015,9
02-02-2012,2012,2
05-12-2012,2012,12
20-09-2014,2014,9
30-06-2015,2015,6
01-08-2014,2014,8
02-08-2012,2012,8
01-06-2013,2013,6
29-03-2014,2014,3
14-11-2012,2012,11
12-06-2014,2014,6
09-02-2012,2012,2
08-10-2013,2013,10
12-11-2014,2014,11
14-12-2012,2012,12
16-05-2015,2015,5
14-08-2013,2013,8
06-06-2015,2015,6
05-12-2012,2012,12
23-11-2014,2014,11
06-08-2015,2015,8
03-11-2012,2012,11
05-11-2013,2013,11
05-06-2015,2015,6
22-08-2012,2012,8
21-10-2015,2015,10
27-03-2015,2015,3
29-10-2014,2014,10
16-10-2013,2013,10
21-03-2012,2012,3
30-09-2015,2015,9
28-12-2013,2013,12
11-07-2015,2015,7
16-04-2015,2015,4
22-09-2012,2012,9
22-08-2015,2015,8
29-02-2012,2012,2
06-09-2015,2015,9
29-07-2015,2015,7
16-05-2015,2015,5
24-09-2012,2012,9
04-11-2015,2015,11
13-01-2012,2012,1
08-08-2015,2015,8
19-03-2014,2014,3
08-08-2014,2014,8
13-11-2012,2012,11
18-04-2012,2012,4
13-12-2015,2015,12
11-12-2014,2014,12
13-06-2013,2013,6
15-08-2015,2015,8
11-05-2014,2014,5
21-03-2012,2012,3
13-04-2014,2014,4
21-12-2013,2013,12
22-07-2014,2014,7
26-04-2014,2014,4
10-01-2015,2015,1
17-06-2014,2014,6
28-06-2014,2014,6
15-08-2015,2015,8
23-08-2012,2012,8
24-10-2012,2012,10
10-09-2013,2013,9
02-10-2012,2012,10
25-11-2015,2015,11
13-09-2012,2012,9
27-12-2015,2015,12
06-09-2013,2013,9
01-06-2014,2014,6
19-12-2015,2015,12
15-08-2015,2015,8
23-04-2015,2015,4
10-03-2015,2015,3
19-12-2013,2013,12
15-04-2012,2012,4
08-12-2015,2015,12
15-12-2015,2015,12
19-12-2015,2015,12
21-06-2012,2012,6
19-06-2013,2013,6
10-08-2012,2012,8
26-06-2015,2015,6
15-02-2013,2013,2
19-01-2013,2013,1
28-02-2015,2015,2
15-05-2015,2015,5
25-11-2015,2015,11
29-06-2012,2012,6
01-06-2014,2014,6
25-12-2014,2014,12
11-06-2014,2014,6
16-08-2015,2015,8
04-10-2015,2015,10
21-05-2015,2015,5
28-02-2015,2015,2
19-12-2012,2012,12
21-10-2015,2015,10
03-06-2015,2015,6
27-11-2012,2012,11
14-03-2015,2015,3
25-10-2013,2013,10
31-10-2015,2015,10
24-09-2015,2015,9
13-04-2014,2014,4
25-07-2014,2014,7
20-09-2014,2014,9
14-11-2013,2013,11
29-05-2014,2014,5
01-06-2014,2014,6
19-03-2014,2014,3
28-12-2012,2012,12
30-08-2014,2014,8
16-01-2015,2015,1
01-07-2014,2014,7
23-02-2014,2014,2
19-12-2015,2015,12
02-10-2014,2014,10
08-10-2014,2014,10
24-03-2015,2015,3
09-11-2012,2012,11
19-12-2015,2015,12
17-04-2015,2015,4
30-12-2015,2015,12
03-10-2013,2013,10
25-04-2014,2014,4
22-09-2015,2015,9
15-03-2013,2013,3
03-12-2013,2013,12
09-11-2012,2012,11
24-07-2015,2015,7
07-09-2012,2012,9
11-06-2014,2014,6
28-11-2015,2015,11
04-09-2013,2013,9
09-04-2013,2013,4
28-11-2014,2014,11
09-09-2015,2015,9
12-07-2014,2014,7
20-09-2015,2015,9
08-05-2012,2012,5
12-10-2013,2013,10
11-03-2014,2014,3
08-10-2014,2014,10
05-12-2013,2013,12
15-08-2014,2014,8
20-08-2015,2015,8
18-11-2015,2015,11
02-10-2014,2014,10
11-02-2015,2015,2
17-10-2015,2015,10
01-06-2014,2014,6
08-05-2013,2013,5
04-09-2014,2014,9
27-02-2012,2012,2
23-07-2013,2013,7
22-05-2014,2014,5
01-07-2015,2015,7
13-11-2015,2015,11
05-04-2013,2013,4
28-01-2014,2014,1
06-12-2014,2014,12
21-11-2015,2015,11
05-03-2014,2014,3
19-02-2014,2014,2
22-07-2014,2014,7
10-10-2013,2013,10
24-04-2012,2012,4
15-05-2013,2013,5
09-05-2015,2015,5
16-08-2015,2015,8
03-04-2014,2014,4
23-12-2014,2014,12
01-09-2015,2015,9
20-12-2014,2014,12
24-04-2012,2012,4
29-01-2015,2015,1
12-01-2012,2012,1
15-11-2014,2014,11
26-10-2014,2014,10
17-11-2015,2015,11
24-04-2012,2012,4
06-09-2013,2013,9
06-06-2012,2012,6
30-09-2015,2015,9
29-01-2015,2015,1
15-04-2015,2015,4
23-02-2015,2015,2
22-12-2013,2013,12
01-12-2013,2013,12
13-11-2015,2015,11
24-08-2013,2013,8
21-12-2013,2013,12
06-09-2013,2013,9
19-11-2014,2014,11
07-08-2015,2015,8
02-02-2014,2014,2
20-10-2015,2015,10
25-09-2014,2014,9
28-11-2014,2014,11
25-04-2014,2014,4
22-09-2012,2012,9
16-04-2014,2014,4
31-05-2013,2013,5
01-11-2014,2014,11
16-08-2014,2014,8
13-11-2013,2013,11
01-07-2014,2014,7
07-01-2014,2014,1
31-03-2015,2015,3
30-11-2013,2013,11
21-06-2012,2012,6
13-11-2013,2013,11
14-08-2014,2014,8
19-09-2014,2014,9
19-04-2013,2013,4
10-12-2013,2013,12
06-12-2014,2014,12
28-10-2012,2012,10
18-05-2013,2013,5
24-09-2015,2015,9
03-09-2013,2013,9
21-02-2012,2012,2
07-12-2013,2013,12
16-08-2014,2014,8
31-01-2012,2012,1
29-06-2013,2013,6
10-06-2015,2015,6
20-06-2015,2015,6
04-07-2015,2015,7
09-05-2012,2012,5
08-07-2014,2014,7
13-04-2015,2015,4
26-06-2015,2015,6
22-01-2015,2015,1
28-11-2015,2015,11
16-06-2012,2012,6
24-07-2014,2014,7
20-07-2012,2012,7
07-11-2015,2015,11
10-12-2013,2013,12
24-05-2015,2015,5
11-09-2012,2012,9
08-11-2013,2013,11
10-06-2013,2013,6
11-06-2015,2015,6
06-12-2014,2014,12
13-04-2015,2015,4
16-08-2014,2014,8
08-12-2015,2015,12
17-09-2015,2015,9
22-08-2013,2013,8
13-08-2015,2015,8
02-04-2013,2013,4
31-05-2013,2013,5
25-10-2014,2014,10
10-08-2013,2013,8
09-09-2013,2013,9
04-10-2013,2013,10
23-04-2014,2014,4
31-10-2012,2012,10
19-09-2012,2012,9
28-11-2015,2015,11
25-06-2014,2014,6
21-01-2015,2015,1
27-11-2015,2015,11
16-08-2014,2014,8
08-12-2012,2012,12
29-06-2013,2013,6
11-06-2015,2015,6
09-04-2014,2014,4
17-06-2014,2014,6
11-06-2015,2015,6
03-09-2015,2015,9
03-09-2015,2015,9
17-07-2014,2014,7
30-07-2015,2015,7
18-07-2015,2015,7
22-10-2015,2015,10
15-01-2014,2014,1
05-08-2015,2015,8
28-08-2014,2014,8
23-06-2015,2015,6
10-10-2014,2014,10
08-08-2012,2012,8
26-12-2015,2015,12
28-11-2012,2012,11
06-10-2012,2012,10
05-08-2013,2013,8
14-07-2013,2013,7
16-09-2013,2013,9
19-10-2013,2013,10
03-09-2015,2015,9
24-03-2015,2015,3
06-06-2013,2013,6
02-05-2012,2012,5
18-07-2015,2015,7
10-12-2014,2014,12
14-02-2013,2013,2
31-10-2012,2012,10
18-07-2015,2015,7
07-04-2015,2015,4
26-07-2014,2014,7
12-04-2014,2014,4
03-01-2014,2014,1
19-10-2015,2015,10
10-07-2014,2014,7
27-09-2012,2012,9
04-05-2015,2015,5
22-08-2015,2015,8
26-09-2015,2015,9
03-07-2014,2014,7
16-04-2013,2013,4
17-07-2015,2015,7
17-07-2013,2013,7
30-12-2014,2014,12
18-09-2012,2012,9
09-02-2012,2012,2
06-06-2015,2015,6
03-02-2015,2015,2
03-02-2015,2015,2
15-12-2012,2012,12
08-12-2012,2012,12
08-01-2015,2015,1
24-10-2013,2013,10
31-08-2013,2013,8
13-04-2012,2012,4
26-12-2015,2015,12
06-03-2015,2015,3
16-08-2015,2015,8
24-05-2014,2014,5
29-04-2014,2014,4
04-05-2015,2015,5
01-09-2012,2012,9
19-06-2014,2014,6
20-12-2014,2014,12
20-11-2015,2015,11
26-07-2012,2012,7
12-06-2013,2013,6
24-08-2013,2013,8
28-02-2014,2014,2
05-05-2012,2012,5
01-08-2014,2014,8
04-05-2015,2015,5
28-08-2015,2015,8
27-07-2013,2013,7
17-03-2015,2015,3
18-12-2015,2015,12
23-08-2012,2012,8
03-01-2014,2014,1
30-06-2015,2015,6
23-01-2014,2014,1
01-03-2013,2013,3
03-02-2015,2015,2
29-08-2012,2012,8
13-11-2012,2012,11
07-11-2015,2015,11
25-07-2014,2014,7
12-05-2015,2015,5
15-05-2013,2013,5
03-12-2013,2013,12
09-08-2012,2012,8
31-12-2015,2015,12
04-05-2015,2015,5
31-10-2015,2015,10
15-06-2015,2015,6
28-06-2012,2012,6
03-08-2014,2014,8
24-06-2015,2015,6
22-08-2014,2014,8
01-02-2012,2012,2
07-06-2013,2013,6
23-06-2015,2015,6
13-10-2015,2015,10
27-02-2015,2015,2
16-10-2015,2015,10
16-12-2012,2012,12
24-05-2015,2015,5
11-02-2014,2014,2
12-08-2015,2015,8
14-01-2012,2012,1
10-05-2014,2014,5
18-01-2014,2014,1
22-06-2013,2013,6
14-08-2013,2013,8
20-05-2015,2015,5
04-05-2015,2015,5
17-04-2014,2014,4
12-09-2013,2013,9
16-08-2013,2013,8
18-09-2012,2012,9
26-09-2013,2013,9
07-12-2013,2013,12
15-08-2015,2015,8
28-10-2012,2012,10
18-08-2012,2012,8
08-06-2013,2013,6
19-11-2014,2014,11
10-01-2012,2012,1
21-06-2014,2014,6
03-05-2012,2012,5
07-10-2015,2015,10
01-03-2015,2015,3
14-04-2015,2015,4
13-11-2013,2013,11
21-11-2014,2014,11
17-04-2014,2014,4
05-10-2013,2013,10
20-05-2015,2015,5
24-08-2014,2014,8
29-04-2014,2014,4
21-06-2014,2014,6
27-03-2015,2015,3
18-11-2015,2015,11
29-08-2013,2013,8
13-11-2015,2015,11
09-10-2014,2014,10
01-05-2013,2013,5
22-08-2014,2014,8
21-06-2012,2012,6
14-10-2012,2012,10
03-10-2015,2015,10
13-08-2014,2014,8
17-04-2014,2014,4
24-07-2014,2014,7
21-05-2013,2013,5
03-05-2012,2012,5
17-11-2015,2015,11
03-12-2015,2015,12
20-11-2015,2015,11
30-10-2014,2014,10
13-11-2014,2014,11
13-03-2015,2015,3
29-10-2013,2013,10
13-09-2014,2014,9
03-12-2013,2013,12
22-11-2014,2014,11
30-07-2015,2015,7
15-01-2014,2014,1
10-01-2014,2014,1
05-06-2013,2013,6
18-09-2014,2014,9
03-12-2015,2015,12
21-06-2012,2012,6
06-06-2014,2014,6
17-07-2015,2015,7
05-10-2013,2013,10
21-04-2012,2012,4
11-06-2015,2015,6
02-10-2015,2015,10
28-10-2015,2015,10
03-12-2015,2015,12
28-02-2014,2014,2
20-09-2014,2014,9
17-11-2015,2015,11
15-02-2015,2015,2
30-05-2012,2012,5
14-06-2014,2014,6
17-02-2013,2013,2
29-08-2015,2015,8
29-10-2015,2015,10
13-03-2014,2014,3
11-07-2012,2012,7
15-09-2012,2012,9
15-07-2014,2014,7
17-11-2015,2015,11
26-12-2015,2015,12
13-02-2015,2015,2
03-12-2015,2015,12
03-12-2015,2015,12
03-12-2015,2015,12
07-01-2012,2012,1
27-08-2015,2015,8
28-10-2014,2014,10
26-06-2015,2015,6
26-05-2015,2015,5
18-04-2014,2014,4
25-04-2015,2015,4
05-12-2012,2012,12
03-12-2015,2015,12
07-11-2014,2014,11
21-11-2014,2014,11
31-03-2013,2013,3
03-12-2015,2015,12
08-11-2014,2014,11
28-11-2012,2012,11
29-11-2013,2013,11
05-09-2014,2014,9
13-04-2013,2013,4
10-12-2014,2014,12
02-06-2012,2012,6
19-09-2015,2015,9
15-08-2014,2014,8
04-08-2015,2015,8
07-11-2015,2015,11
23-05-2015,2015,5
03-10-2014,2014,10
21-11-2013,2013,11
20-04-2012,2012,4
04-03-2015,2015,3
01-05-2012,2012,5
19-02-2015,2015,2
04-09-2015,2015,9
27-10-2012,2012,10
13-06-2014,2014,6
07-04-2015,2015,4
23-11-2014,2014,11
31-01-2013,2013,1
12-06-2013,2013,6
26-10-2012,2012,10
23-01-2015,2015,1
26-06-2014,2014,6
23-10-2013,2013,10
04-04-2015,2015,4
13-04-2013,2013,4
10-04-2015,2015,4
24-12-2014,2014,12
14-07-2012,2012,7
19-06-2015,2015,6
28-09-2014,2014,9
23-09-2015,2015,9
21-01-2015,2015,1
01-03-2012,2012,3
13-04-2013,2013,4
26-02-2013,2013,2
31-12-2015,2015,12
25-09-2015,2015,9
26-02-2013,2013,2
11-12-2014,2014,12
28-09-2014,2014,9
10-02-2015,2015,2
15-02-2014,2014,2
05-12-2015,2015,12
31-10-2014,2014,10
20-05-2014,2014,5
07-06-2014,2014,6
29-11-2013,2013,11
02-04-2014,2014,4
16-09-2015,2015,9
07-12-2013,2013,12
31-10-2014,2014,10
03-08-2013,2013,8
27-12-2014,2014,12
21-02-2012,2012,2
15-10-2014,2014,10
17-11-2012,2012,11
26-12-2013,2013,12
19-11-2013,2013,11
27-03-2014,2014,3
09-12-2014,2014,12
21-08-2014,2014,8
16-05-2015,2015,5
22-01-2015,2015,1
28-12-2013,2013,12
07-02-2014,2014,2
02-11-2013,2013,11
26-09-2014,2014,9
29-03-2012,2012,3
17-10-2015,2015,10
16-09-2014,2014,9
29-11-2012,2012,11
11-07-2015,2015,7
19-11-2014,2014,11
25-08-2015,2015,8
05-03-2015,2015,3
20-03-2013,2013,3
24-09-2015,2015,9
06-12-2014,2014,12
17-10-2015,2015,10
26-11-2015,2015,11
15-06-2012,2012,6
19-09-2014,2014,9
27-09-2013,2013,9
14-08-2013,2013,8
31-12-2015,2015,12
01-08-2014,2014,8
16-05-2015,2015,5
14-11-2015,2015,11
15-04-2015,2015,4
01-06-2014,2014,6
11-12-2014,2014,12
01-06-2012,2012,6
15-06-2012,2012,6
22-09-2015,2015,9
10-09-2013,2013,9
12-12-2012,2012,12
21-11-2014,2014,11
06-01-2015,2015,1
19-06-2014,2014,6
06-06-2015,2015,6
06-11-2015,2015,11
09-02-2012,2012,2
22-09-2012,2012,9
14-06-2012,2012,6
19-08-2014,2014,8
26-06-2014,2014,6
07-02-2015,2015,2
08-11-2012,2012,11
27-06-2013,2013,6
05-12-2013,2013,12
28-09-2013,2013,9
14-12-2012,2012,12
05-06-2015,2015,6
06-09-2015,2015,9
10-05-2013,2013,5
05-04-2013,2013,4
28-12-2013,2013,12
25-11-2015,2015,11
31-12-2015,2015,12
15-11-2014,2014,11
25-05-2012,2012,5
03-06-2012,2012,6
28-02-2015,2015,2
28-01-2012,2012,1
18-11-2015,2015,11
01-03-2015,2015,3
07-11-2012,2012,11
14-09-2014,2014,9
20-06-2012,2012,6
04-12-2014,2014,12
14-06-2013,2013,6
22-10-2014,2014,10
12-07-2014,2014,7
23-10-2015,2015,10
20-03-2014,2014,3
03-06-2012,2012,6
03-06-2012,2012,6
23-04-2014,2014,4
12-12-2014,2014,12
22-08-2014,2014,8
11-08-2015,2015,8
22-11-2012,2012,11
13-09-2014,2014,9
03-09-2015,2015,9
07-10-2014,2014,10
27-11-2015,2015,11
03-06-2012,2012,6
01-12-2012,2012,12
14-03-2015,2015,3
23-01-2013,2013,1
28-06-2013,2013,6
13-05-2014,2014,5
21-04-2015,2015,4
27-02-2014,2014,2
03-12-2014,2014,12
27-12-2013,2013,12
02-08-2013,2013,8
21-04-2015,2015,4
02-08-2013,2013,8
20-07-2012,2012,7
26-12-2012,2012,12
12-11-2013,2013,11
17-10-2015,2015,10
02-12-2014,2014,12
06-09-2014,2014,9
25-12-2015,2015,12
24-04-2014,2014,4
15-10-2015,2015,10
05-04-2012,2012,4
02-05-2014,2014,5
10-07-2015,2015,7
02-08-2013,2013,8
19-02-2015,2015,2
11-04-2015,2015,4
03-09-2014,2014,9
18-11-2015,2015,11
17-02-2015,2015,2
01-03-2012,2012,3
27-05-2015,2015,5
30-10-2015,2015,10
04-12-2012,2012,12
04-03-2015,2015,3
17-04-2015,2015,4
31-10-2012,2012,10
23-02-2014,2014,2
12-08-2015,2015,8
16-05-2013,2013,5
01-08-2013,2013,8
11-06-2015,2015,6
15-10-2015,2015,10
14-11-2014,2014,11
22-03-2013,2013,3
05-06-2013,2013,6
07-03-2014,2014,3
23-12-2015,2015,12
07-05-2014,2014,5
07-05-2014,2014,5
29-03-2012,2012,3
14-09-2012,2012,9
07-11-2013,2013,11
22-11-2014,2014,11
14-09-2013,2013,9
28-05-2015,2015,5
28-02-2012,2012,2
03-10-2015,2015,10
07-05-2014,2014,5
12-08-2015,2015,8
21-05-2015,2015,5
13-12-2012,2012,12
02-08-2013,2013,8
31-08-2014,2014,8
21-04-2015,2015,4
19-09-2014,2014,9
31-10-2015,2015,10
19-06-2015,2015,6
07-05-2014,2014,5
03-04-2015,2015,4
12-10-2013,2013,10
21-02-2014,2014,2
15-11-2012,2012,11
11-09-2012,2012,9
16-04-2015,2015,4
30-08-2014,2014,8
15-03-2014,2014,3
25-09-2012,2012,9
30-01-2014,2014,1
20-04-2014,2014,4
09-06-2015,2015,6
03-12-2014,2014,12
15-03-2015,2015,3
07-12-2015,2015,12
16-04-2013,2013,4
13-08-2013,2013,8
03-12-2013,2013,12
16-06-2015,2015,6
13-07-2014,2014,7
11-09-2012,2012,9
11-06-2013,2013,6
11-09-2012,2012,9
21-06-2015,2015,6
27-12-2013,2013,12
25-02-2014,2014,2
12-03-2014,2014,3
23-08-2013,2013,8
27-12-2013,2013,12
31-10-2012,2012,10
31-12-2014,2014,12
11-09-2014,2014,9
19-05-2015,2015,5
21-10-2015,2015,10
06-09-2014,2014,9
12-09-2014,2014,9
27-03-2012,2012,3
27-01-2015,2015,1
30-01-2015,2015,1
26-07-2015,2015,7
11-04-2015,2015,4
30-09-2015,2015,9
22-01-2015,2015,1
02-02-2012,2012,2
19-08-2015,2015,8
17-09-2014,2014,9
11-11-2014,2014,11
07-06-2013,2013,6
21-11-2014,2014,11
20-03-2013,2013,3
25-11-2014,2014,11
19-09-2014,2014,9
14-05-2014,2014,5
09-10-2014,2014,10
10-02-2012,2012,2
02-04-2014,2014,4
11-05-2013,2013,5
25-11-2015,2015,11
11-06-2015,2015,6
23-12-2013,2013,12
10-10-2015,2015,10
15-06-2014,2014,6
26-11-2015,2015,11
01-09-2012,2012,9
25-06-2013,2013,6
13-10-2012,2012,10
20-08-2015,2015,8
24-01-2013,2013,1
07-09-2013,2013,9
18-12-2015,2015,12
12-07-2014,2014,7
04-10-2013,2013,10
19-10-2013,2013,10
27-02-2014,2014,2
09-11-2013,2013,11
27-01-2015,2015,1
03-05-2014,2014,5
16-09-2013,2013,9
03-07-2014,2014,7
